"","scrubbed_species_binomial","verbatim_family","verbatim_scientific_name","family_matched","name_matched","name_matched_author","higher_plant_group","scrubbed_taxonomic_status","scrubbed_family","scrubbed_author","native_status","native_status_reason","native_status_sources","is_introduced","native_status_country","native_status_state_province","native_status_county_parish","country","state_province","county","locality","latitude","longitude","date_collected","datasource","dataset","dataowner","custodial_institution_codes","collection_code","datasource_id","catalog_number","recorded_by","record_number","date_collected","identified_by","date_identified","identification_remarks","is_cultivated_observation","is_cultivated_in_region","is_location_cultivated","is_new_world","observation_type"
"1291","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1931-07-16,"GBIF","UCR","UCR","UCR",NA,4853,"2422403723","F. Raymond Fosberg","S--5433",1931-07-16,"J.M. Tucker",2006-01-01,NA,NA,0,NA,1,"specimen"
"1292","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","New Mexico","Chaves","[Locality information hidden to protect endangered species]",NA,NA,1955-10-24,"GBIF","DAV","DAV","DAV","Herbarium",4338,"2626949826","John M. Tucker","2963-24",1955-10-24,NA,NA,NA,NA,0,NA,1,"specimen"
"1293","Quercus graciliformis","Fagaceae","Quercus graciliformis C.H.Mull.","Fagaceae","Quercus graciliformis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","Texas",NA,"[Locality information hidden to protect endangered species]",NA,NA,1933-08-25,"GBIF","F","F","F","Botany",4382,"1228580942","C. H. Müller","565",1933-08-25,NA,NA,NA,NA,0,NA,1,"specimen"
"1294","Quercus havardii","Fagaceae","Quercus harvardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Texas","Ward","[Locality information hidden to protect endangered species]",NA,NA,1999-08-13,"GBIF","ASU","ASU","ASU","Plants",4193,"2270519463","D.Z. Damrel; D.W. Damrel","2444",1999-08-13,NA,NA,NA,NA,0,NA,1,"specimen"
"1295","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1932-05-07,"GBIF","UCSB","UCSB","UCSB",NA,4856,"2270270960","Fosberg, F.","8164",1932-05-07,NA,NA,NA,NA,0,NA,1,"specimen"
"1296","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","New Mexico","Chaves","[Locality information hidden to protect endangered species]",NA,NA,2019-08-13,"GBIF","DES","DES","DES",NA,4343,"2572938328","Wendy C. Hodgson; Joni Ward, Scott McMahon","32344",2019-08-13,NA,NA,NA,NA,0,NA,1,"specimen"
"1297","Quercus graciliformis","Fagaceae","Quercus graciliformis f. parvilobata (C.H.Mull.) C.H.Mull.","Fagaceae","Quercus graciliformis fo. parvilobata","(C.H. Mull.) C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","Texas",NA,"[Locality information hidden to protect endangered species]",NA,NA,1933-08-25,"GBIF","F","F","F","Botany",4382,"1228163364","C. H. Müller","566c",1933-08-25,NA,NA,NA,NA,0,NA,1,"specimen"
"1298","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1997-03-16,"GBIF","UCR","UCR","UCR",NA,4853,"2422451902","Mark A. Elvin; Janet Takera, Mary Meyer, Shelia Shyler, Sarah Crockett","367",1997-03-16,NA,NA,NA,1,0,NA,1,"specimen"
"1299","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1909-04-23,"GBIF","DAV","DAV","DAV",NA,4338,"2421702209","Mrs. Blanch Trark",NA,1909-04-23,"J. M. Tucker2008",NA,NA,NA,0,NA,1,"specimen"
"1300","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1928-10-14,"GBIF","UCR","UCR","UCR",NA,4853,"2422402056","Meryl B. Dunkle","s.n.",1928-10-14,"J.M. Tucker",2006-01-01,NA,NA,0,NA,1,"specimen"
"1301","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1975-03-21,"GBIF","SD","SD","SD",NA,4760,"2424940465","Linda Allen; Betsy Carpenter","s.n.",1975-03-21,"Fred M. Roberts, Jr.; 2000",NA,NA,NA,0,NA,1,"specimen"
"1302","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,2017-06-29,"GBIF","UCR","UCR","UCR",NA,4853,"2422519584","Mitch Provance; Scott Duff","617--66",2017-06-29,NA,NA,NA,1,0,NA,1,"specimen"
"1303","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1931-07-10,"GBIF","RSA","RSA","RSA","VascularPlants",4746,"2430358863","F. R. Fosberg","S5374",1931-07-10,NA,NA,NA,NA,0,NA,1,"specimen"
"1304","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","New Mexico","Chaves","[Locality information hidden to protect endangered species]",NA,NA,1955-10-24,"GBIF","INECOL","INECOL","INECOL","XAL",616,"2629758620","J.M. Tucker",NA,1955-10-24,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"1305","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1953-05-02,"GBIF","OBI","OBI","OBI",NA,4679,"2270209102","Robert J. Rodin","5820",1953-05-02,"Quercus pacifica, David J. Keil, 2011",NA,NA,NA,0,NA,1,"specimen"
"1306","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1953-05-02,"GBIF","SD","SD","SD",NA,4760,"2424939806","Darley F. Howe","2267",1953-05-02,"Fred M. Roberts, 2018",NA,NA,NA,0,NA,1,"specimen"
"1307","Quercus havardii","Fagaceae","Quercus harvardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Texas","Ward","[Locality information hidden to protect endangered species]",NA,NA,1999-08-13,"GBIF","ASU","ASU","ASU","Plants",4193,"2270519271","D.Z. Damrel; D.W. Damrel","2444",1999-08-13,NA,NA,NA,NA,0,NA,1,"specimen"
"1308","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1953-05-02,"GBIF","UCSB","UCSB","UCSB",NA,4856,"2270271715","Cornelius H. Muller","9565",1953-05-02,NA,NA,NA,NA,0,NA,1,"specimen"
"1309","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,2017-04-17,"GBIF","UCR","UCR","UCR",NA,4853,"2422520755","Jeremiah George; Eric Kline","417--06",2017-04-17,"A.C. Sanders",2017-01-01,NA,NA,0,NA,1,"specimen"
"1310","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,NA,"GBIF","DAV","DAV","DAV",NA,4338,"2421687589","Ralph Day","s.n.",NA,"J. M. Tucker2008",NA,NA,NA,0,NA,1,"specimen"
"1311","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1924-07-25,"GBIF","OBI","OBI","OBI",NA,4679,"2270208582","H.E. McMinn","1307",1924-07-25,"Quercus pacifica, David J. Keil, 2011",NA,NA,NA,0,NA,1,"specimen"
"1312","Quercus boyntonii","Fagaceae","Quercus boyntonii Beadle","Fagaceae","Quercus boyntonii","Beadle","flowering plants","Accepted","Fagaceae","Beadle","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Alabama","Etowah","[Locality information hidden to protect endangered species]",NA,NA,2007-10-28,"GBIF","UA","UA","UA","UNA",1777,"217080767","Brian R. Keener",NA,2007-10-28,NA,NA,NA,NA,0,NA,1,"specimen"
"1313","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","New Mexico","Chaves","[Locality information hidden to protect endangered species]",NA,NA,1955-10-24,"GBIF","DAV","DAV","DAV","Herbarium",4338,"2626946827","John M. Tucker","2963-8",1955-10-24,NA,NA,NA,NA,0,NA,1,"specimen"
"1314","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","New Mexico","Chaves","[Locality information hidden to protect endangered species]",NA,NA,1955-10-24,"GBIF","DAV","DAV","DAV","Herbarium",4338,"2626943831","John M. Tucker","2963-3",1955-10-24,NA,NA,NA,NA,0,NA,1,"specimen"
"1315","Quercus graciliformis","Fagaceae","Quercus graciliformis f. parvilobata (C.H.Mull.) C.H.Mull.","Fagaceae","Quercus graciliformis fo. parvilobata","(C.H. Mull.) C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","Texas",NA,"[Locality information hidden to protect endangered species]",NA,NA,1933-08-25,"GBIF","F","F","F","Botany",4382,"1228157495","C. H. Müller","566b",1933-08-25,NA,NA,NA,NA,0,NA,1,"specimen"
"1316","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1941-03-14,"GBIF","SD","SD","SD",NA,4760,"2424939697","Reid Moran","707",1941-03-14,"Fred M. Roberts, Jr.; 2000",NA,NA,NA,0,NA,1,"specimen"
"1317","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1953-05-02,"GBIF","UCSB","UCSB","UCSB",NA,4856,"2270270827","Cornelius H. Muller","9560",1953-05-02,NA,NA,NA,NA,0,NA,1,"specimen"
"1318","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1992-03-31,"GBIF","DAV","DAV","DAV",NA,4338,"2421673092","John M. Tucker","s.n.-No. 9",1992-03-31,NA,NA,NA,NA,0,NA,1,"specimen"
"1319","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Arizona",NA,"[Locality information hidden to protect endangered species]",NA,NA,2001-07-27,"VegBank","Southwest GAP, Arizona","Micahel Tweitin",NA,NA,48,NA,NA,NA,2001-07-27,"Michael Lee",2001-07-27,NA,0,0,NA,1,"plot"
"1320","Quercus havardii","Fagaceae","Quercus havardii var. tuckeri S.L.Welsh","Fagaceae","Quercus havardii var. tuckeri","S.L. Welsh","flowering plants","Accepted","Fagaceae","S.L. Welsh","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Arizona",NA,"[Locality information hidden to protect endangered species]",NA,NA,1955-10-08,"GBIF","ENCB-IPN","ENCB-IPN","ENCB-IPN","ENCB",2532,"1896071526","J. M. Tucker",NA,1955-10-08,"J. M. Tucker",NA,NA,NA,0,NA,1,"specimen"
"1321","Quercus oglethorpensis","Fagaceae","Quercus oglethorpensis W.H.Duncan","Fagaceae","Quercus oglethorpensis","W.H. Duncan","flowering plants","Accepted","Fagaceae","W.H. Duncan","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Georgia","Oglethorpe","[Locality information hidden to protect endangered species]",NA,NA,1942-04-18,"GBIF","UConn","UConn","UConn","CONN",1807,"415899178","W.H. Duncan","4761",1942-04-18,NA,NA,NA,NA,0,NA,1,"specimen"
"1322","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1953-05-02,"GBIF","UCSB","UCSB","UCSB",NA,4856,"2270272656","Cornelius H. Muller","9557",1953-05-02,NA,NA,NA,NA,0,NA,1,"specimen"
"1323","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1931-05-06,"GBIF","UCR","UCR","UCR",NA,4853,"2422399601","F. Raymond Fosberg","S--4824",1931-05-06,"J.M. Tucker",2006-01-01,NA,NA,0,NA,1,"specimen"
"1324","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1932-05-05,"GBIF","UCSB","UCSB","UCSB",NA,4856,"2270273626","Fosberg, F.","8103",1932-05-05,NA,NA,NA,NA,0,NA,1,"specimen"
"1325","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Texas","Ward","[Locality information hidden to protect endangered species]",NA,NA,2016-09-02,"GBIF","UCR","UCR","UCR",NA,4853,"2422525798","G.R. Ballmer","s.n.",2016-09-02,NA,NA,NA,NA,0,NA,1,"specimen"
"1326","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","New Mexico","Chaves","[Locality information hidden to protect endangered species]",NA,NA,1955-10-24,"GBIF","DAV","DAV","DAV","Herbarium",4338,"2626942831","John M. Tucker","2963-14",1955-10-24,NA,NA,NA,NA,0,NA,1,"specimen"
"1327","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Arizona",NA,"[Locality information hidden to protect endangered species]",NA,NA,2001-07-27,"VegBank","Southwest GAP, Arizona","Keith Pohs",NA,NA,48,NA,NA,NA,2001-07-27,"Michael Lee",2001-07-27,NA,0,0,NA,1,"plot"
"1328","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1966-09-15,"GBIF","SD","SD","SD",NA,4760,"2424939129","Robert F. Thorne","36701",1966-09-15,"Fred M. Roberts, Jr.; 2000",NA,NA,NA,0,NA,1,"specimen"
"1329","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1953-05-02,"GBIF","UCSB","UCSB","UCSB",NA,4856,"2270272083","Cornelius H. Muller","9556",1953-05-02,NA,NA,NA,NA,0,NA,1,"specimen"
